"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40037673,,"GS GILL & CO PTY LTD",,"52 Boland Dr",LYNDHURST,VIC,3975,24/10/2024,
PR-40037712,,"AARI GROUP INVESTMENT PTY LTD ATF Aari Group Investment Trust",,"12, Royal Crescent",BEACONSFEILD,VIC,3807,23/09/2024,
PR-40037726,,"Treetop Early Learning Ascot Vale Pty Ltd as Trustee for Treetop Early Learning Ascot Vale Unit Trust","Treetop Early Learning Ascot Vale Pty Ltd","PO Box 210","ESSENDON NORTH",VIC,3041,21/06/2024,
PR-40037779,,"ST MARY'S CHILDREN CENTRE KENSINGTON LTD","ST MARY'S CHILDREN CENTRE KENSINGTON","1-7 Epsom Rd",KENSINGTON,VIC,3031,22/05/2024,
PR-40037800,,"iLearn Early Learning Centre Pty Ltd","iLearn Early Learning Centre","U 2  39 Barrie Rd",TULLAMARINE,VIC,3043,29/11/2024,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development in Quality Area 7 – Governance and Leadership. 
•	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40037832,,"CURIOUS JADE EDUCATION PTY LTD",,"34 MORTON ST",CLAYTON,VIC,3168,23/07/2024,
PR-40037862,,"WOODLANDS MERNDA PTY LTD","Woodlands Mernda","LEVEL 14 41 EXHIBITION ST",MELBOURNE,VIC,3000,09/05/2024,
PR-40037863,,"ANTONINE SISTERS EARLY LEARNING CENTRE LTD","ANTONINE SISTERS EARLY LEARNING CENTRE LTD","13 Barrow St",COBURG,VIC,3058,02/06/2024,
PR-40037924,,"EMAAQ EDUCATION PTY LTD",,"10 BOOTLACE RD",OFFICER,VIC,3809,14/06/2024,
PR-00007123,,"Ballarat Specialist School Council","Ballarat Specialist School","25 Gillies Street North","LAKE GARDENS",VIC,3355,14/01/2013,
PR-00007128,,"M.D Bol & A Weil","Kids Homelike Family Day Care","Level 3, Suite 2,, 13-15 Lake Street","CAROLINE SPRINGS",VIC,3023,05/11/2012,
PR-00007136,,"FARAH FAMILY DAY CARE PTY LTD","Farah Family Day Care Pty Ltd","12 Wool St",AINTREE,VIC,3336,07/01/2013,
PR-00007138,,"Sunrise Daycare Pty Ltd","Sunrise Daycare","Unit 3, 144/148 Nicholson St",FOOTSCRAY,VIC,3011,21/02/2013,
PR-40027992,,"Skipton Primary School Council","Skipton Primary School","Skipton Primary School, 7 Montgomery St",SKIPTON,VIC,3361,21/01/2022,
PR-40027993,,"Thla Cung Lian Van Hlei","Kids Haven","8 Angelique Gr",ALBANVALE,VIC,3021,07/08/2022,
PR-40028087,,"LONGWOOD PRIMARY SCHOOL COUNCIL","Longwood Primary School Council","1-21 Hurley St",LONGWOOD,VIC,3665,25/01/2022,
PR-40028088,,"Loch Primary School Council","Loch Primary School Council","2 Victoria Road",LOCH,VIC,3945,25/01/2022,
PR-40028105,,"FLOWERDALE PRIMARY SCHOOL","Flowerdale Primary School Council Out of Hours School Care","3377 Whittlesea Yea Road",FLOWERDALE,VIC,3717,25/01/2022,
PR-40028139,,"Wangala Primary School Council","Wangala Primary School","PO Box 7022",HIGHTON,VIC,3216,25/01/2022,
PR-40028159,,"Nangiloc Colignan and District Primary School Council",,"2612 Kulkyne Way",NANGILOC,VIC,3494,26/04/2022,
PR-40028205,,"O.W LANYON & MARK J. KLOSE PTY LTD & A.J STURMAN","Northern Oasis ELC","120 Godfrey St",BOORT,VIC,3537,18/10/2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Mark Klose and Amy Sturman, must undertake professional development on the Child Safe Standards 
o	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40028283,,"CHOICE CARE PTY LTD","Connect the Dots Family Day Care","16 Shorts Road","COBURG NORTH",VIC,3058,04/01/2023,
PR-40028335,,"LANGLEY PRIMARY SCHOOL COUNCIL","Langley Primary School","RSD Redesdale Road",LANGLEY,VIC,3444,27/01/2022,
PR-40028371,,"Sam Jishan Xia",,"19 Park Hill Way",DONCASTER,VIC,3108,03/07/2023,
PR-40028424,,"MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD",,"228 Victoria Parade","EAST MELBOURNE",VIC,3002,15/12/2022,
PR-40028480,,"NEXUS LEARNING PTY LTD",,"9B LUCKINS RD",BENTLEIGH,VIC,3204,14/03/2023,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, NEXUS LEARNING PTY LTD /Vishwendra Singh must undertake professional development on the Child Safe Standards 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion. "
PR-40028547,,"IDAUM EARLY LEARNING CENTRE PTY LTD","iDaum Early Learning Centre","24 Board St",DONCASTER,VIC,3108,14/09/2022,
PR-40028588,,"JML Trading Frankston North Pty Ltd","Early Learning Group","110-112 Bridport St","ALBERT PARK",VIC,3206,06/06/2022,
PR-40028590,,"IBH	Investments	Pty	Ltd	ATF	IBH	Family Trust",,"31 Kyora Pde","BALWYN NORTH",VIC,3104,14/09/2022,
PR-40028696,,"G&G Group 1 Pty Ltd ATF G&G Family Trust 1",,"141 MARKET RD",WERRIBEE,VIC,3030,30/03/2022,
PR-40028731,,"LOUISE IPPOLITO",,"43 Closter Ave",ASHWOOD,VIC,3147,18/08/2022,
PR-40028763,,"BRIGHTSTAR EARLY LEARNING PTY LTD ATF BRIGHTSTAR EARLY LEARNING TRUST","Vantage Architecture","1093 Burke Rd","HAWTHORN EAST",VIC,3123,20/11/2022,
PR-40028795,,"VALENCIA GROUP PTY LTD",,"58 Valepark Dr",DONVALE,VIC,3111,23/11/2022,
PR-40028856,,"KJ AUSTRALIA PTY LTD","HAPPY SPROUTS EARLY LEANING","25 Riverway View",CRAIGIEBURN,VIC,3064,11/08/2022,
PR-40028883,,"ONEWORLD EARLY LEARNING PTY LTD","ONEWORLD Early Learning","12 Oaktree Ave","WYNDHAM VALE",VIC,3024,08/07/2023,"Prior to applying for service approval or transfer, the persons with management or control of the approved provider, Rahul Garg and Payal Dewan must undertake professional development on the Child Safe Standards 
o	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40012498,,"SLK TRADING BRIGHTON EAST PTY LTD",,"117 Kooyong Road",ARMADALE,VIC,3143,28/09/2017,
PR-40012547,,"Deutsche Schule Melbourne Inc","Deutsche Schule Melbourne","138 Barkly St","FITZROY NORTH",VIC,3068,16/11/2017,
PR-40012594,,"CHILDSPLAYTORQUAY PTY LTD",,"1 Pintail Drive",TORQUAY,VIC,3228,27/10/2017,
PR-40012632,,"LITTLE LANE EARLY LEARNING HAWTHORN PTY LTD","Little Lane Early Learning Centre","555 Glenferrie Rd",HAWTHORN,VIC,3122,21/05/2018,
PR-40012648,,"TOP TALENT EDUCATION (AUSTRALIA) PTY LTD",,"Level 2, 337 La Trobe St",MELBOURNE,VIC,3000,22/01/2018,
PR-40012654,,"SATHMI PTY LTD",,"25 Riverway View",CRAIGIEBURN,VIC,3064,15/05/2018,
PR-40012681,,"Happy Hippo Childcare LB Pty Ltd ATF Happy Hippo Childcare LB Trust","Happy Hippo Childcare Lovely Banks","16a Solent Cres","TAYLORS LAKES",VIC,3038,03/10/2017,
PR-40012704,,"Myrtleford Preschool Inc",,"55 Prince Street",MYRTLEFORD,VIC,3737,05/02/2018,
PR-40012738,,"NIRANTHARY MAHENDRA",,"13 Mues Street","KEILOR EAST",VIC,3033,24/08/2018,
PR-40012746,,"SJ & LN Pty Ltd ATF SJ & LN Trust","SJ & LN PTY LTD","396 East West Rd",WARRAGUL,VIC,3820,28/12/2017,
PR-40012798,,"CHEEKY CLOUDS PTY LTD",,"5 Ingram Pl","TAYLORS HILL",VIC,3037,17/01/2018,
PR-40012811,,"LUVART PTY LTD",LUVART,"41 Burrows Street",BRIGHTON,VIC,3186,29/05/2018,
PR-40012812,,"3 CONNECTIONS PTY LTD",,"32 McLaren St","MOUNT WAVERLEY",VIC,3149,24/11/2017,
PR-40012833,,"Edukids Enterprises Pty Ltd",,"53 Mackelroy Rd",PLENTY,VIC,3090,11/12/2017,
PR-40012838,,"Starfish Childcare Reservoir Pty Ltd ATF Starfish Reservoir Trust","Starfish Early Learning Centre (Reservoir)","PO Box 85","DINGLEY VILLAGE",VIC,3172,24/11/2017,
PR-40012864,,"COLLECTIVE CHILDCARE GROUP PTY LTD","Kool Kidz Merrifield","35-45 ERROL BVD",MICKLEHAM,VIC,3064,29/12/2017,
PR-40012944,,"KIDDIE KLUBHOUSE PTY LTD ATF KIDDIE KLUBHOUSE TRUST","KIDDIE KLUBHOUSE","4 Fry Ct",CLARINDA,VIC,3169,29/05/2018,
PR-40012975,,"INSPIRE O2 EDUCATION HOLDING GROUP PTY LTD","INSPIRE Montessori Children's House","10, 990 Toorak Rd",CAMBERWELL,VIC,3124,17/01/2018,
PR-40013121,,"WOODLANDS SUNBURY PTY. LTD.",,"L 5, 552 Lonsdale St",MELBOURNE,VIC,3000,26/10/2017,
PR-40013126,,"EPSOM PRIMARY SCHOOL COUNCIL","Epsom Primary School","31 Howard St",EPSOM,VIC,3551,29/12/2017,
PR-40013224,,"WOLLERT ONE EARLY EDUCATION GROUP PTY LTD","Wollert One Early Education Group","SUITE 5 80 DORCAS ST",SOUTHBANK,VIC,3006,04/01/2018,
PR-40020946,,"9 Twelve Pty Ltd ATF 9 Twelve Trust",,"57 Old Orchard Dr","WANTIRNA SOUTH",VIC,3152,20/12/2019,
PR-40020947,,"KARINGAL ST LAURENCE LIMITED",,"21-29 Reynolds Road",HIGHTON,VIC,3216,10/12/2019,
PR-40020950,,"KIDSCO OSHC PTY LTD","KidsCo Australia","Level 1, 207 Waverley Road","MALVERN EAST",VIC,3145,13/05/2020,
PR-40020969,,"FIRST EARLY LEARNING HASTINGS PTY LTD ATF FIRST EARLY LEARNING HASTINGS TRUST","First Early Learning Hastings","124 Frankston-Flinders Rd","FRANKSTON SOUTH",VIC,3199,23/09/2019,
PR-40020985,,"INSPIRE FAMILY DAY CARE SCHEME PTY LTD","INSPIRE FAMILY DAY CARE SCHEME PTY LTD","Off 14  210 Toorak Rd","SOUTH YARRA",VIC,3141,24/02/2021,
PR-40021001,,"Sentia Riverside Pty Ltd as trustee for Sentia Riverside Unit Trust","Sentia Early Learning","Level 5, 450 Flinders Street",MELBOURNE,VIC,3000,22/10/2019,
PR-40021075,,"David A and Christine J Daws","Kids Place Family Day Care","3 Orr St",SHEPPARTON,VIC,3630,14/09/2020,
PR-40021139,,"REKAA PTY LTD","St faiths Childcare and Early Learning Centre","56 Mountain View Rd",MONTMORENCY,VIC,3094,02/10/2019,
PR-40021172,,"SHINING LIGHTS EARLY LEARNING CENTRE PTY LTD","Shining Lights Early Learning Centre Pty Ltd","32a Arthur St","ST ALBANS",VIC,3021,20/12/2019,
PR-40021247,,"Derby Street Childrens Centre Inc.","Derby Street Childrens Centre","122- 124 Derby St","PASCOE VALE",VIC,3044,20/12/2019,
PR-40021325,,"AL ZAKARIYAH EARLY LEARNING CENTRE PTY LTD","Al Zakariyah Early Learning Centre PTY LTD","25 Bluebell Cres",GOWANBRAE,VIC,3043,27/12/2019,
PR-40021414,,"PEC EARLY LEARNING PTY LTD","Kingsville Early Learning Centre","248 - 252 Somerville Rd",KINGSVILLE,VIC,3012,09/12/2019,
PR-40021431,,"ALPHABET PRE SCHOOL CENTRES PTY LTD ATF Alphabet Foundation Trust","Alphabet PreSchool","765 Anglesea Rd","FRESHWATER CREEK",VIC,3217,10/12/2019,
PR-40021435,,"J C CORP PTY LTD",,"10 Princes Cct",CRAIGIEBURN,VIC,3064,18/03/2020,
PR-40021504,,"LITTLE OAK LEARNING CENTRE PTY LTD",1986,"11 Darlington Dr","WILLIAMS LANDING",VIC,3027,03/05/2020,
PR-40021529,,"BEACHWOOD BONBEACH PTY LTD","Beachwood Bonbeach Pty Ltd","53 The Fairway",BONBEACH,VIC,3196,08/01/2020,
PR-40021550,,"SERENAE PTY LTD ATF Fu Ying Family Trust","Springvale Indoor Sports Centre","9 Dimar Court","DINGLEY VILLAGE",VIC,3172,28/11/2019,
PR-40021562,,"TRAFALGAR PRIMARY SCHOOL","Trafalgar Primary School","84 School Rd",TRAFALGAR,VIC,3824,13/01/2020,
PR-40021582,,"Burnrade Investments Pty Ltd","The Learning Space Early Education and Care","66 Camera Walk","COBURG NORTH",VIC,3058,04/03/2020,
PR-40021599,,"Anup Kothari",,"107 Beachview Pde","POINT COOK",VIC,3030,04/03/2020,
PR-40021608,,"CLYDE NTH BUSINESS ONE EEG PTY LTD",,"SUITE 5 80 DORCAS ST",SOUTHBANK,VIC,3006,18/12/2019,
PR-40021640,,"ASPIRE EARLY EDUCATION BENDIGO PTY LTD","Aspire Early Education Bendigo","1 The Terrace",KENNINGTON,VIC,3550,20/12/2019,
PR-40021673,,"Ronav Pty Ltd ATF RNNR Family Trust",,"40 PARKSIDE BVD","LYSTERFIELD SOUTH",VIC,3156,05/03/2020,
PR-40021677,,"LJC WESTWORTH PTY LTD","Hollistic Approach Family Day Care Scheme","61 Blossom Park Drive","MILL PARK",VIC,3082,20/11/2019,
PR-40024885,,"JML Trading Beaconsfield Pty Ltd","Explorers Early Learning - Beaconsfield","110-112 Bridport St","ALBERT PARK",VIC,3206,14/05/2021,
PR-40024922,,"BARHANA KONDU BOYZ AND GAL PTY LTD","Nimble Tots and Tweens","96-102 Furner Ave","BELL PARK",VIC,3215,28/07/2021,
PR-40024976,,"James Kennedy","Monash College","3/9 Warrigal Road",HUGHESDALE,VIC,3166,04/09/2021,"The person(s) with management or control of the approved provider must undertake professional development in Child Safe Standards prior to applying for service approval or transfer.
• The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
• The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40024986,,"MTG SERVICES AUSTRALIA PTY LTD",,"440 Masons Road",MERNDA,VIC,3754,21/12/2021,
PR-40025016,,"MSPP FUTURE INVESTMENT PTY LTD",,"9 Abbin Court",ROWVILLE,VIC,3178,27/07/2021,
PR-40025123,,"RPR INTERNATIONAL PTY LTD","RPR INTERNATIONAL PTY LTD","40 Chagall Pde","CLYDE NORTH",VIC,3978,24/10/2021,
PR-40025170,,"Billy Button (SM) Pty Ltd ATF to Billy Button (SM) Trust","Billy Button Early Learning","366 McDonalds Rd","SOUTH MORANG",VIC,3752,12/04/2021,
PR-40025190,,"IQRA EARLY LEARNING PTY LTD",,"5 Simpson Ct",WERRIBEE,VIC,3030,08/03/2022,
PR-40025194,,"Barry Beckett Children's Centre Incorporated","Barry Beckett Children's Centre","12 Connolly Ave",COBURG,VIC,3058,25/06/2021,
PR-40025210,,"LEVEL UP GROUP PTY LTD",,"19 Ferndell Cres",TEMPLESTOWE,VIC,3106,08/08/2021,
PR-40025220,,"Providence & Grace Pty. Ltd. ATF Leong & Tham Family Trust",,"28b Macedon St",MARIBYRNONG,VIC,3032,19/01/2022,
PR-40025248,,"HAPPY LITTLE FEET EARLY LEARNING CENTRE PTY LTD",,"2/321 Maroondah Highway","CROYDON NORTH",VIC,3136,29/08/2021,
PR-40025279,,"BRIGHT & RIGHT CARE PTY LTD","BRIGHT & RIGHT CARE PTY LTD","6 Bellairs Ave",SEDDON,VIC,3011,23/09/2021,
PR-40025283,,"Aggyey Mishra",ITWavelength,"13 hazelnut Boulevard",BERWICK,VIC,3806,19/10/2021,
PR-40025303,,"JML TRADING GREENVALE PTY LTD","Explorers Early Learning - Greenvale","110-112 Bridport St","ALBERT PARK",VIC,3206,14/05/2021,
PR-40025361,,"MONTESSORI BEGINNINGS MARIBYRNONG PTY LTD",,"31 Edgewater Boulevard",MARIBYRNONG,VIC,3032,14/06/2021,
PR-40025380,,"TYERS PRIMARY SCHOOL COUNCIL","Tyers Primary School","Tyers Primary School, Main Road",TYERS,VIC,3844,11/06/2021,
PR-40025383,,"EARLY BEGINNERS CHILD CARE CENTRE - GREENVALE PTY LTD","EARLY BEGINNERS CHILD CARE CENTRE- GREENVALE","15 LAKE VIEW BLV",KEYSBOROUGH,VIC,3173,14/06/2021,
PR-40025396,,"BLOSSOM EARLY CHILDHOOD EDUCATION PTY LTD",,"Factory 7, 334 HUME HIGHWAY",CRAIGIBURN,VIC,3064,24/10/2021,
PR-40025417,,"Farah Naz Naqvi","Pioneers International Montessori","8 DETERMINATION ST",AINTREE,VIC,3336,12/12/2021,
PR-40025437,,"TIJELO PTY LTD ATF TIJELO Trust","TIJELO PTY LTD","PO Box 559",ELWOOD,VIC,3184,28/04/2021,
PR-40025451,,"CHARROUF FINANCIAL PTY. LTD.",,"11 Scotia Street","MOONEE PONDS",VIC,3039,29/11/2021,
PR-40025485,,"S K LAPADULA PTY LTD","Bulleen Kids Early Learning Centre","16 Virginia crt",BULLEEN,VIC,3105,08/10/2021,
PR-40025542,,"ASPIRE EARLY EDUCATION & KINDERGARTEN WERRIBEE PTY LTD","Aspire Early Education & Kindergarten Werribee","L 7  484 St Kilda Rd",MELBOURNE,VIC,3004,14/06/2021,
PR-40025573,,"Diocese of Ballarat Catholic Education Limited",,"200 Gillies St N","LAKE WENDOUREE",VIC,3350,21/06/2021,
PR-40025648,,"FUNTASTIC KIDZ PTY LTD","Funtastic Kidz","6 Rialton Ave","BLACKBURN NORTH",VIC,3130,01/12/2021,
PR-00011154,,"PLAY TO LEARN PTY LTD",,"UNIT 1202 9 WATERSIDE PL",DOCKLANDS,VIC,3008,04/04/2026,
PR-00011157,,"Wodonga Catholic Parish OSHC, Brockley St Inc.","Wodonga Catholic Parish OSHC, Brockley St","137 BROCKLEY ST",WODONGA,VIC,3690,17/11/2025,
PR-00011169,,"MB EARLY LEARNING PTY LTD",,"UNIT 1 5 MAITLAND AV",KEW,VIC,3101,05/04/2026,"•	Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership.
•	The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development.
•	The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011176,,"ASPIRE EARLY EDUCATION & KINDERGARTEN WINDERMERE PTY LTD","Aspire Early Education & Kindergarten Windermere","627 CHAPEL ST","SOUTH YARRA",VIC,3141,09/10/2025,
PR-00011177,,"ASPIRE EARLY EDUCATION & KINDERGARTEN LOLLIPOP HILL PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN LOLLIPOP HILL","627 CHAPEL ST","SOUTH YARRA",VIC,3141,09/10/2025,
PR-00011178,,"ASPIRE EARLY EDUCATION & KINDERGARTEN HARPLEY ESTATE, WERRIBEE PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN HARPLEY ESTATE, WERRIBEE","627 CHAPEL ST","SOUTH YARRA",VIC,3141,09/10/2025,
PR-00011179,,"ASPIRE EARLY EDUCATION & KINDERGARTEN BUTLER PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN BUTLER","627 CHAPEL ST","SOUTH YARRA",VIC,3141,09/10/2025,
PR-00011180,,"ASPIRE EARLY EDUCATION & KINDERGARTEN CRAIGIEBURN PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN CRAIGIEBURN","627 CHAPEL ST","SOUTH YARRA",VIC,3141,09/10/2025,
PR-00011201,,"EARLY LEARNING CHILDCARE PTY LTD","EARLY LEARNING CHILDCARE PTY LTD","31 TERRENE TCE","POINT COOK",VIC,3030,31/10/2025,
PR-00011204,,"UV AND GROUP PTY LTD","UV AND GROUP PTY LTD","51 MALONE CCT",DEANSIDE,VIC,3336,20/04/2026,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership and Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development. 

The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion"
PR-00011210,,"N & R WALIA PTY LTD ATF The Trustee for WALIA FAMILY TRUST","N & R WALIA PTY LTD","17 ORTAKOY ST",CRAIGIEBURN,VIC,3064,29/04/2026,
PR-00011223,,"MACARTHUR ST PRIMARY SCHOOL COUNCIL","Macarthur Street Primary School Council","MACARTHUR STREET PRIMARY SCHOOL, 401 MACARTHUR ST","SOLDIERS HILL",VIC,3350,18/11/2025,
PR-00011239,,"PIONEERS DAY CARE SERVICES PTY LTD","PIONEERS DAY CARE SERVICES PTY LTD","8 DETERMINATION ST",AINTREE,VIC,3336,24/12/2025,
PR-00011242,,"HAPPY BLOSSOM CHILDCARE PTY LTD ATF HAPPY BLOSSOMS CHILDCARE UNIT TRUST","HAPPY BLOSSOMS CHILDCARE PTY LTD","FLAT 1 13 BRIGGS ST",CAULFIELD,VIC,3162,22/12/2025,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership and Child Safe Standards. 
•	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011244,,"NEWBIE NEST EARLY LEARNING AND KINDERGARTEN PTY LTD","Newbie Nest Early learning and Kindergarten","238 MANDALAY CCT",BEVERIDGE,VIC,3753,31/10/2025,
PR-00011247,,"GUMBOOTS EARLY LEARNING PLUMPTON PTY LTD (AFT) Gumboots Early Learning Plumpton Unit Trust","GUMBOOTS EARLY LEARNING BONNIE BROOK","UNIT 1 140 KEILOR RD","ESSENDON NORTH",VIC,3041,03/11/2025,
PR-00011282,,"Rhiannon Cara Rogers","Leading Education and Care Consultants","37 FLEUR AV",TOOTGAROOK,VIC,3941,04/04/2026,
PR-00011285,,"SERENITY EARLY LEARNING PTY LTD",,"26 DARLINGTON DR","WILLIAMS LANDING",VIC,3027,16/10/2025,
PR-00011295,,"Treetop Early Learning Essendon North Pty Ltd atf Treetop Early Learning Essendon North Unit Trust","Treetop Early Learning Essendon North Pty Ltd","PO BOX 210","ESSENDON NORTH",VIC,3041,09/02/2026,
PR-00011302,,"ASPIRE EARLY EDUCATION & KINDERGARTEN WARRALILY PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN WARRALILY","627 CHAPEL ST","SOUTH YARRA",VIC,3141,04/11/2025,
PR-00011320,,"JML TRADING WALLAN PTY LTD","Explorers Early Learning - Wallan","163-171 CLARENDON ST",SOUTHBANK,VIC,3006,18/11/2025,
PR-00011322,,"SENG FAMILY VENTURE CAPITAL PTY LTD",N/A,"13 ARTHUR CT","NOBLE PARK",VIC,3174,04/04/2026,
PR-00011331,,"BORONIA BUSINESS ONE EEG PTY LTD","BORONIA BUSINESS ONE EEG PTY LTD","SUITE 5 80 DORCAS ST",SOUTHBANK,VIC,3006,18/11/2025,
PR-40009395,,"KEILOR HEIGHTS EARLY LEARNING CENTRE PTY LTD","Keilor Heights Early LEarning Centre","45 Shelley Street","KEILOR EAST",VIC,3033,05/04/2017,
PR-40009397,,"SELIMIYE FOUNDATION LIMITED",,"22-24 Lismore St",DALLAS,VIC,3047,19/05/2017,
PR-40009402,,"Kim & Forday Pty Ltd ATF Forday Family Trust","NORITER BILINGUAL EARLY LEARNING","478 Haughton Rd","CLAYTON SOUTH",VIC,3169,30/05/2017,
PR-40009481,,"The Loop OOSH PTY LTD","The Loop OOSH PTY LTD","PO Box 16",KYABRAM,VIC,3619,27/03/2017,
PR-40009515,,"The Trustee for Country Way Early Learning","Country Way Early Learning","PO Box 879",MERBEIN,VIC,3505,09/03/2017,
PR-40009544,,"EDU4FUTURE PTY LTD",,"384 Lower Heidelberg Rd",EAGLEMONT,VIC,3084,28/06/2017,
PR-40009629,,"R.J CIDDOR & J.P KALBSTEIN",MakerDojo,"38 Park Cres","CAULFIELD NORTH",VIC,3161,20/04/2017,
PR-40009648,,"Stephane Nicolas Brisson",,"710 Inkerman Rd","CAULFIELD NORTH",VIC,3161,23/12/2016,
PR-40009651,,"Fairy Hills Kindergarten Association Inc",,"356 Upper Heidelberg Rd",IVANHOE,VIC,3079,07/12/2016,
PR-40009750,,"Mansfield Shire Council","Mansfield Shire Council","33 Highett St",MANSFIELD,VIC,3722,27/03/2017,
PR-40009832,,"The Trustee for Twinkle Star Unit Trust","CHILDREN'S CORNER LEARNING CENTRE","63 Nancy St",CHELTENHAM,VIC,3192,16/01/2017,
PR-40009837,,"AMIGA Montessori Reservoir Pty Ltd ATF Amiga Montessori Reservoir Unit Trust","AMIGA Montessori Reservoir Pty Ltd","6/15 Howleys Road","NOTTING HILL",VIC,3168,29/12/2016,
PR-40009839,,"AMIGA Montessori Greens Rd Wyndham Vale Pty. Ltd. ATF Amiga Montessori Greens Rd Wyndham Vale Unit Trust","AMIGA MONTESSORI GREENS RD WYNDHAM VALE PTY. LTD.","Level 17, 31 Queen Street",Melbourne,VIC,3000,29/12/2016,
PR-40009921,,"Delsouth McKinnon Pty Ltd ATF Delsouth McKinnon Unit Trust","Buckets Early Learning Centre","253 Wattletree Rd",MALVERN,VIC,3144,16/01/2017,
PR-40009925,,"UNIVERSE FAMILY DAY CARE PTY LTD",,"Brandon Park Corporate Centre, L 3  2 Brandon Park Dr","WHEELERS HILL",VIC,3150,20/12/2017,
PR-40009959,,"FUTURISTIC TRAINING AND RECRUITMENT SERVICES PTY. LTD.","Futuristic Training and Recruitment Services Pty Ltd","4 Manna Way","POINT COOK",VIC,3030,18/09/2017,
PR-40009963,,"ME FOR KIDS PTY LTD",,"Thomastown Learning Centre, 113 Dalton Rd",THOMASTOWN,VIC,3074,19/04/2017,
PR-40009967,,"Musical Minds Family Day Care Pty Ltd ATF Ajith & Anoma Perera Family Trust","Musical Minds Family Day Care Pty Ltd","6 Cremona Pl","NARRE WARREN SOUTH",VIC,3805,01/09/2017,
PR-40010007,,"FIRST IDEA TRAINING SOLUTIONS PTY LTD ATF GOUNDER FAMILY TRUST","FIRST IDEA FAMILY DAY CARE SERVICES","185 BROOKWATER PDE",LYNDHURST,VIC,3975,18/08/2017,
PR-40010110,,"Alamanda Montessori Centre Pty Ltd","ALAMANDA MONTESSORI CENTRE PTY LTD","Level 17, 31 Queen Street",Melbourne,VIC,3000,20/01/2017,
PR-40002152,,"WILLOWGUM EARLY LEARNING PTY LTD",,"10 Gilbertson St",ESSENDON,VIC,3040,11/08/2014,
PR-40002156,,"Cheeky Pandas Pty Ltd ATF Baltetsch Family Trust","Cheeky Pandas Family Day Care","55 Express Rd","LITTLE RIVER",VIC,3211,27/04/2015,
PR-40002170,,"LITTLE CHIEFS HOLDINGS PTY. LTD.",,"PO BOX 54",BRIGHTON,VIC,3186,24/07/2014,
PR-40002188,,"WILLIAM COADY PTY LTD","MONTEROSSO EARLY LEARNING","1193 Mornington-Flinders Rd","RED HILL",VIC,3937,11/08/2014,
PR-40002209,,"NICWHITE P/L AS TRUSTEE FOR WHITE FAMILY TRUST","BRIGHT STARS EARLY LEARNING CENTRE","126 Ridge Rd",WHITTLESEA,VIC,3757,15/08/2014,
PR-40002221,,"Bambini Aphrasia Pty Ltd","Bambini ELC Aphrasia","Level 1, 117-125 York Street","SOUTH MELBOURNE",VIC,3205,14/11/2014,
PR-40002224,,"Bambini RCH Pty Ltd",,"Level 1, 117-125 York Street","SOUTH MELBOURNE",VIC,3205,14/11/2014,
