ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40026882,PR-40013432,"Thrive OSHC Dartmoor","THRIVE OSHC PTY LTD","Centre-Based Care","Dartmoor Primary School, 76 Greenham St",DARTMOOR,VIC,3304,0410491315,,"1. An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
a.	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 
b.	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 
c.	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 
i.	a list of the service's emergency contact details 
ii.	procedures for monitoring and managing bushfire and grassfire risks and events 
iii.	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 
iv.	procedures for notifying families of children enrolled at the service of any closure 
v.	procedures for reviewing and updating the Emergency Management Plan. 
d.	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. ",13,01/08/2023,,,,,,,,,,,,,,,,,,,,"March 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,,,,,No
SE-40026884,PR-40033079,"Grow Early Education Frankston","Grow Early Education Frankston Pty Ltd ATF Grow Early Education Frankston Unit Trust","Centre-Based Care","78 - 80 Beach Street",FRANKSTON,VIC,3199,0389053780,,,116,02/08/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"May 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40026918,PR-40001112,"Werribee Kids","Affinity Education Group Pty Limited","Centre-Based Care","2 Russell St",WERRIBEE,VIC,3030,0387375990,,,127,16/06/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,03/03/2025,"April 2026",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40026935,PR-40018609,"Wise Kids ELC","WISE KIDS ELC PTY LTD","Centre-Based Care","2a Mouritz St",WARRAGUL,VIC,3820,0356441200,,,114,07/07/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Dec 2024",,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40026959,PR-40011323,"Badger Creek CommunityOSH","COMMUNITYOSH PTY LTD","Centre-Based Care","139 Badger Creek Rd","BADGER CREEK",VIC,3777,0413544966,,"•	 An approved provider of an education and care service that is listed on the Department of Education Bushfire At-Risk Register must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",45,27/06/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2025",,,,,,,,,,,"May 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40026968,PR-40002637,"Kelly Club OSHC Nagambie Primary School","KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST","Centre-Based Care","Nagambie Primary School, 31 Goulburn St",NAGAMBIE,VIC,3608,,,,30,13/09/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025",,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-40026989,PR-40009648,"La petite ecole",,"Centre-Based Care","83 Oakleigh Rd",CARNEGIE,VIC,3163,,,"The approved provider must ensure that at all times children are being educated and cared for, that one additional educator above the minimum prescribed in regulation 123(1) of the Education and Care Services National Regulations 2011 is available to ensure adequate supervision of children when accessing hygiene facilities",43,20/09/2023,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2025",,,,,,,,,,,"June 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40026995,PR-40002234,"TeamKids - St Catherine's School - Toorak","TEAM HOLIDAY PTY LTD","Centre-Based Care","17 Heyington Pl",TOORAK,VIC,3142,1300035000,,,44,17/06/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2025",,,,,,,,,,,"November 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-40027012,PR-40033621,"Community Children Kingsville","COMMUNITY CHILDREN KINGSVILLE PTY LTD","Centre-Based Care","82-96 New St","SOUTH KINGSVILLE",VIC,3015,"(03) 9088 7099",,,88,06/09/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025",,,,,,,,,,,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40027028,PR-40017158,"Chipmunks by the Sea","Chipmunks Minto Pty Ltd","Centre-Based Care","186 Seaford Rd",SEAFORD,VIC,3198,0386577596,,,40,02/08/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2025",,,,,,,,,,,"November 2024",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40027046,PR-40028424,"St Gabriel's OSHC, Reservoir","MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD","Centre-Based Care","237 Spring St",RESERVOIR,VIC,3073,1300072410,,,35,07/07/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2025",,,,,,,,,,06/10/2025,"February 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:00,18:00,15:20,18:00,15:20,18:00,15:20,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,No
SE-40027068,PR-00002530,"Al Siraat College OSHC- Extend","Extend (Australia) Pty Ltd","Centre-Based Care","45 Harvest Home Rd",EPPING,VIC,3076,0370682703,,"An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: 

 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

 

a list of the service's emergency contact details 

 

procedures for monitoring and managing bushfire and grassfire risks and events 

 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

 

procedures for notifying families of children enrolled at the service of any closure 

 

procedures for reviewing and updating the Emergency Management Plan. 

 

A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. ",30,20/09/2023,"Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2024",,,,,,,,,,,"April 2026",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:35,18:30,15:35,18:30,15:35,18:30,15:35,18:30,02:35,18:30,,,,,,,,,,,,,,,,,,,No
SE-40027167,PR-40004402,"Dandenong North OSHClub","OSHCLUB PTY LTD","Centre-Based Care","Dandenong North Primary School, 117-125 Cleeland St",DANDENONG,VIC,3175,0439660575,,,75,03/07/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024",,,,,,,,,,,"October 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-40027174,PR-40024332,"All-Star Kids - Torquay","ALL-STAR KIDS PTY LTD","Centre-Based Care","Torquay College, 45-55 Grossmans Rd",TORQUAY,VIC,3228,,,,100,06/09/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2025",,,,,,,,,,,"April 2025",No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-40027216,PR-40029676,"Green Leaves Early Learning Bacchus Marsh","GREEN LEAVES (VIC10) EARLY LEARNING CENTRES PTY LTD","Centre-Based Care","101 Gisborne Rd","BACCHUS MARSH",VIC,3340,0343100885,,"The approved provider is required to ensure that that all doors leading to the children’s outdoor environment are unlocked prior to children’s arrival at the education and care service and remain unlocked throughout the day whilst children are in attendance.",108,22/02/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025",,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40027235,PR-00002530,"Bialik College OSHC- Extend","Extend (Australia) Pty Ltd","Centre-Based Care","429 Auburn road",HAWTHORN,VIC,3122,,,,20,06/09/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025",,,,,,,,,,,"March 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:45,18:00,15:45,18:00,15:45,18:00,15:45,18:00,,,,,,,,,,,,,,,,,,,,,No
SE-40027247,PR-00002434,"Country Buddies Woods Road","Country Buddies Pty Ltd","Centre-Based Care","CNR of 72 Woods Road and 2 Morrisey Drive",YARRAWONGA,VIC,3730,0357511775,,,108,11/01/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2025",,,,,,,,,,,"July 2025",Yes,No,No,No,No,No,Yes,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40027263,PR-00002539,"Camp Australia - Melton Christian College -Toolern Vale Campus OSHC","Camp Australia Pty Limited","Centre-Based Care","674-740 Coburns Rd","TOOLERN VALE",VIC,3337,0412442732,,"An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",50,20/09/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-40027296,PR-40012632,"Little Lane Early Learning  Centre - Kilsyth","LITTLE LANE EARLY LEARNING HAWTHORN PTY LTD","Centre-Based Care","20 Hansen Rd",KILSYTH,VIC,3137,0397270082,,,72,18/12/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2025",,,,,,,,,,09/05/2026,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40027349,PR-40028856,"HAPPY SPROUTS EARLY LEARNING","KJ AUSTRALIA PTY LTD","Centre-Based Care","505 Mt Ridley Rd",CRAIGIEBURN,VIC,3064,0370689858,,"The Approved Provider must ensure that when education and care is provided to children in both of the service’s two licensed buildings, that there is a responsible person present in each building in accordance with the definition outlined in regulation 4 of the Education and Care National Regulations 2011.",185,30/08/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2024",,,,,,,,,,,"March 2026",Yes,No,Yes,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-40027368,PR-40001907,"Kidscape Early Learning Centre Wendouree","Vantage Education Pty. Ltd.","Centre-Based Care","1018-1022 Grevillea Rd",WENDOUREE,VIC,3355,0343200899,,,100,29/01/2024,,,,,,,,,,,,,,,,,,,09/12/2024,"February 2025",Yes,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40027371,PR-40033111,"Explorers Early Learning - Werribee","JML TRADING WERRIBEE PTY LTD","Centre-Based Care","28 Scotsburn Gr",WERRIBEE,VIC,3030,"(03) 7045 9003",,"The approved provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",132,25/06/2024,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","May 2026",,,,,,,,,,,"March 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40022898,PR-40011145,"Axedale PS TheirCare","TheirCare Pty Ltd","Centre-Based Care","Axedale Primary School, 81 High St",AXEDALE,VIC,3551,1300072410,,"•     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: •	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",20,10/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2025",,,,,,,,,,,"February 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:25,18:00,15:25,18:00,15:25,18:00,15:25,18:00,15:25,18:00,,,,,,,,,,,,,,,,,,,No
SE-40022899,PR-40011145,"Stevensville PS TheirCare","TheirCare Pty Ltd","Centre-Based Care","Stevensville Primary School, 52 Kings Rd","ST ALBANS",VIC,3021,0499558702,,,45,20/01/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2025",,,,,,,,,,,"May 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-40022936,PR-40012975,"Inspire Early Learning Journey Bentleigh West","INSPIRE O2 EDUCATION HOLDING GROUP PTY LTD","Centre-Based Care","20-24 Brewer Rd",BENTLEIGH,VIC,3204,"03 9898 1999",,,110,02/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2024",,,,,,,,,,,"May 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
